Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/04/2024,06/06/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
06/05/2024,06/06/2024,RITE AID 03766,Health & Wellness,Sale,-28.32,
06/05/2024,06/06/2024,PATIS BAKERY BROOKLYN SQU,Food & Drink,Sale,-19.50,
06/04/2024,06/06/2024,TST* SOFTSIDE - SPRING ST,Food & Drink,Sale,-8.00,
06/06/2024,06/06/2024,UBER   TRIP,Travel,Sale,-20.12,
06/05/2024,06/05/2024,DD DOORDASH PLAYABOWL,Food & Drink,Sale,-22.41,
06/03/2024,06/04/2024,TST* BENNYS BRICK OVEN P,Food & Drink,Sale,-6.81,
06/04/2024,06/04/2024,UBER   TRIP,Travel,Sale,-9.29,
06/02/2024,06/03/2024,EXXON BOLLA OPEATING C,Gas,Sale,-4.61,
06/02/2024,06/03/2024,TST* IZZYS BROOKLYN SMOK,Food & Drink,Sale,-34.57,
06/02/2024,06/03/2024,M EXOTIC SNACKS INC,Shopping,Sale,-52.00,
06/02/2024,06/03/2024,EXXON BOLLA OPEATING C,Gas,Sale,-13.32,
06/02/2024,06/03/2024,7-ELEVEN 36802,Gas,Sale,-4.62,
05/31/2024,06/03/2024,SESAME FLATBUSH,Groceries,Sale,-4.75,
06/02/2024,06/03/2024,EXXON PALISADES PARKWA,Gas,Sale,-3.49,
06/02/2024,06/03/2024,UBER   TRIP,Travel,Sale,-1.96,
06/01/2024,06/03/2024,AVE J JUICE BAR DELI AND,Groceries,Sale,-4.50,
06/01/2024,06/02/2024,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-550.00,
05/31/2024,06/02/2024,SQ *SPACE BURGERS,Food & Drink,Sale,-7.62,
05/31/2024,06/02/2024,AVE J JUICE BAR DELI AND,Groceries,Sale,-3.50,
05/31/2024,06/02/2024,UBER   EATS,Food & Drink,Sale,-20.31,
05/31/2024,06/02/2024,SP ALLBIRDS,Shopping,Sale,-15.00,
05/30/2024,06/02/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/30/2024,06/02/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/31/2024,06/02/2024,PATIS BAKERY BROOKLYN SQU,Food & Drink,Sale,-6.50,
05/31/2024,05/31/2024,UBER   TRIP,Travel,Sale,-8.92,
05/29/2024,05/31/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/30/2024,05/31/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
05/30/2024,05/31/2024,JUS BY JULIE,Groceries,Sale,-17.51,
05/29/2024,05/31/2024,7-ELEVEN 36802,Gas,Sale,-2.19,
05/29/2024,05/30/2024,M EXOTIC SNACKS INC,Shopping,Sale,-41.60,
05/29/2024,05/30/2024,7-ELEVEN 33704,Gas,Sale,-2.93,
05/29/2024,05/30/2024,UBER   TRIP,Travel,Sale,-19.91,
05/28/2024,05/30/2024,EXXON BOLLA OPEATING C,Gas,Sale,-48.97,
05/29/2024,05/30/2024,DD DOORDASH PLAYABOWL,Food & Drink,Sale,-22.41,
05/28/2024,05/29/2024,WAWA 8369,Gas,Sale,-4.68,
05/27/2024,05/29/2024,MR WAFFLE,Food & Drink,Sale,-1.75,
05/28/2024,05/29/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-5.40,
05/27/2024,05/29/2024,7-ELEVEN 26378,Gas,Sale,-2.87,
05/27/2024,05/29/2024,7-ELEVEN 26378,Gas,Sale,-3.99,
05/28/2024,05/29/2024,TST* GRANDMAS CHEESE - L,Food & Drink,Sale,-6.40,
05/27/2024,05/28/2024,MRS FIELDS,Food & Drink,Sale,-10.52,
05/27/2024,05/28/2024,WAWA 8369,Gas,Sale,-4.98,
05/27/2024,05/28/2024,HANS OASIS MASSAGE,Health & Wellness,Sale,-42.32,
05/27/2024,05/28/2024,7-ELEVEN 26378,Gas,Sale,-2.49,
05/27/2024,05/28/2024,WAWA 8369,Gas,Sale,-2.34,
05/26/2024,05/28/2024,Brennan's Delicatessen of,Food & Drink,Sale,-11.26,
05/24/2024,05/27/2024,PLANET OF THE CREPES,Food & Drink,Sale,-32.55,
05/26/2024,05/27/2024,GOOGLE *YouTube TV,Entertainment,Sale,-93.97,
05/26/2024,05/27/2024,WAWA 8369,Gas,Sale,-5.56,
05/25/2024,05/26/2024,TST* UNDICI TAVERNA RUSTI,Food & Drink,Sale,-162.18,
05/24/2024,05/26/2024,WAWA 8369,Gas,Sale,-3.86,
05/24/2024,05/26/2024,Theory,Shopping,Sale,-123.30,
05/24/2024,05/26/2024,CH-TINTON FALLS  NJ #141,Shopping,Sale,-18.75,
05/23/2024,05/26/2024,EXXON BOLLA OPEATING C,Gas,Sale,-3.26,
05/25/2024,05/26/2024,WAWA 8369,Gas,Sale,-2.99,
05/25/2024,05/26/2024,CLEANINGTHEGLASS.COM,Gifts & Donations,Sale,-5.00,
05/24/2024,05/26/2024,SQ *NOON DESIGNS SL,Food & Drink,Sale,-10.66,
05/22/2024,05/24/2024,JOE'S PIZZA,Food & Drink,Sale,-4.00,
05/23/2024,05/24/2024,Time Out Market NY,Food & Drink,Sale,-10.89,
05/22/2024,05/24/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/23/2024,05/24/2024,Time Out Market NY,Food & Drink,Sale,-13.07,
05/23/2024,05/23/2024,UBER   TRIP,Travel,Sale,-37.09,
05/21/2024,05/23/2024,LEGENDS@YANKEE STDM-VE,Food & Drink,Sale,-36.77,
05/22/2024,05/23/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/23/2024,05/23/2024,Time Out Market NY,Food & Drink,Sale,-31.91,
05/22/2024,05/23/2024,DD/BR #307515 Q35,Food & Drink,Sale,-7.49,
05/22/2024,05/23/2024,CVS/PHARMACY #02716,Health & Wellness,Sale,-2.71,
05/22/2024,05/23/2024,JUS BY JULIE,Groceries,Sale,-17.51,
05/21/2024,05/23/2024,LEGENDS@YANKEE STDM-VE,Food & Drink,Sale,-17.74,
05/22/2024,05/23/2024,EDDIES ICE CREAM CORP,Food & Drink,Sale,-24.77,
05/22/2024,05/23/2024,APPLE.COM/BILL,Shopping,Sale,-8.70,
05/21/2024,05/23/2024,LEGENDS@YANKEE STDM-CO,Food & Drink,Sale,-22.61,
05/21/2024,05/22/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
05/21/2024,05/22/2024,SPOTHERO 844-356-8054,Travel,Sale,-50.29,
05/20/2024,05/22/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/20/2024,05/21/2024,7-ELEVEN 33704,Gas,Sale,-2.93,
05/19/2024,05/20/2024,M EXOTIC SNACKS INC,Shopping,Sale,-41.60,
05/19/2024,05/20/2024,TST* BUTTERMILK CHANNEL,Food & Drink,Sale,-75.15,
05/19/2024,05/20/2024,KC ARTS,Shopping,Sale,-22.28,
05/18/2024,05/20/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-16.00,
05/19/2024,05/20/2024,UBER   TRIP,Travel,Sale,-14.69,
05/17/2024,05/19/2024,UBER   EATS,Food & Drink,Sale,-38.38,
05/19/2024,05/19/2024,UBER   TRIP,Travel,Sale,-12.97,
05/17/2024,05/19/2024,STARBUCKS STORE 23591,Food & Drink,Sale,-11.11,
05/16/2024,05/19/2024,EXXON BOLLA OPEATING C,Gas,Sale,-3.26,
05/16/2024,05/17/2024,MICROSOFT*XBOX,Shopping,Return,10.88,
05/16/2024,05/17/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-15.19,
05/15/2024,05/17/2024,ANITA GELATO,Food & Drink,Sale,-12.46,
05/17/2024,05/17/2024,Payment Thank You-Mobile,,Payment,3076.83,
05/15/2024,05/16/2024,UBER   EATS,Food & Drink,Sale,-28.25,
05/15/2024,05/16/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
05/14/2024,05/16/2024,STARBUCKS STORE 80295,Food & Drink,Sale,-7.89,
05/15/2024,05/16/2024,M EXOTIC SNACKS INC,Shopping,Sale,-46.80,
05/15/2024,05/16/2024,76 BOWLMOR 8003425263,Food & Drink,Sale,-32.75,
05/15/2024,05/16/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-4.95,
05/14/2024,05/15/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
05/15/2024,05/15/2024,UBER   TRIP,Travel,Sale,-10.66,
05/13/2024,05/15/2024,KOSHER BAGEL HOLE,Food & Drink,Sale,-4.19,
05/15/2024,05/15/2024,UBER   TRIP,Travel,Sale,-27.02,
05/14/2024,05/15/2024,UBER   TRIP,Travel,Sale,-16.26,
05/14/2024,05/15/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-6.52,
05/13/2024,05/14/2024,JUS BY JULIE,Groceries,Sale,-17.51,
05/12/2024,05/14/2024,SESAME FLATBUSH,Groceries,Sale,-23.46,
05/13/2024,05/14/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/13/2024,05/14/2024,GOOGLE *YT Primetime,Shopping,Sale,-14.99,
05/12/2024,05/13/2024,GOOGLE *YouTube TV,Bills & Utilities,Sale,-249.00,
05/10/2024,05/12/2024,MICROSOFT*XBOX,Shopping,Sale,-10.88,
05/10/2024,05/12/2024,GOOGLE *YouTubePremium,Entertainment,Sale,-13.99,
05/11/2024,05/12/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-5.87,
05/10/2024,05/12/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
05/09/2024,05/12/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/11/2024,05/12/2024,TST* ICE CREAM HOUSE - WI,Food & Drink,Sale,-17.41,
05/09/2024,05/12/2024,KOSHER BAGEL HOLE,Food & Drink,Sale,-4.19,
05/08/2024,05/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/08/2024,05/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/08/2024,05/10/2024,MSG CONCESSIONS,Food & Drink,Sale,-43.68,
05/10/2024,05/10/2024,UBER   TRIP,Travel,Sale,-18.91,
05/09/2024,05/10/2024,DD/BR #307515 Q35,Food & Drink,Sale,-7.49,
05/10/2024,05/10/2024,UBER   TRIP,Travel,Sale,-7.84,
05/08/2024,05/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/08/2024,05/09/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/08/2024,05/09/2024,PLAYA BOWLS - PENN STATI,Food & Drink,Sale,-21.67,
05/08/2024,05/09/2024,BREADSMITH,Food & Drink,Sale,-3.00,
05/08/2024,05/09/2024,TICKETS 105237113,Entertainment,Sale,-6.00,
05/07/2024,05/09/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/07/2024,05/09/2024,SESAME FLATBUSH,Groceries,Sale,-2.50,
05/08/2024,05/09/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-19.54,
05/07/2024,05/08/2024,7-ELEVEN 36802,Gas,Sale,-5.52,
05/07/2024,05/08/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-19.54,
05/06/2024,05/08/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/07/2024,05/08/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/06/2024,05/07/2024,7-ELEVEN 36802,Gas,Sale,-4.89,
05/05/2024,05/07/2024,M EXOTIC SNACKS INC,Shopping,Sale,-44.20,
05/06/2024,05/07/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/07/2024,05/07/2024,APPLE.COM/BILL,Shopping,Sale,-10.88,
05/06/2024,05/07/2024,TST* BENNYS BRICK OVEN P,Food & Drink,Sale,-6.81,
05/05/2024,05/07/2024,KOSHER BAGEL HOLE,Food & Drink,Sale,-22.16,
05/05/2024,05/06/2024,DUNKIN #345142 Q35,Food & Drink,Sale,-7.16,
05/05/2024,05/06/2024,M EXOTIC SNACKS INC,Shopping,Sale,-20.80,
05/02/2024,05/05/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/03/2024,05/05/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/03/2024,05/05/2024,7-ELEVEN 36802,Gas,Sale,-2.60,
05/03/2024,05/05/2024,STINKY BUDS,Groceries,Sale,-20.80,
05/03/2024,05/05/2024,OUTSIDE THE BOX SHIPPING,Personal,Sale,-2.62,
05/03/2024,05/05/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
05/03/2024,05/05/2024,7-ELEVEN 33704,Gas,Sale,-3.79,
05/04/2024,05/05/2024,LUZZOS BK,Food & Drink,Sale,-124.56,
05/03/2024,05/05/2024,JUS BY JULIE,Groceries,Sale,-18.51,
05/03/2024,05/05/2024,EXXON BOLLA OPEATING C,Gas,Sale,-3.69,
05/02/2024,05/03/2024,UBER   EATS,Food & Drink,Sale,-61.16,
05/01/2024,05/03/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
05/02/2024,05/03/2024,M EXOTIC SNACKS INC,Shopping,Sale,-1.04,
05/02/2024,05/03/2024,OUTSIDE THE BOX SHIPPING,Personal,Sale,-5.24,
05/02/2024,05/03/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/01/2024,05/03/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
05/01/2024,05/02/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/30/2024,05/02/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-16.00,
04/30/2024,05/02/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-4.50,
04/28/2024,04/29/2024,FRESH CUT FLOWERS,Shopping,Sale,-54.44,
04/28/2024,04/28/2024,Payment Thank You-Mobile,,Payment,1421.61,
04/25/2024,04/28/2024,M EXOTIC SNACKS INC,Shopping,Sale,-20.80,
04/26/2024,04/28/2024,NAHUM CHALLAH OF BROOKLYN,Food & Drink,Sale,-32.93,
04/26/2024,04/28/2024,CVS/PHARMACY #07182,Health & Wellness,Sale,-27.71,
04/26/2024,04/28/2024,EXXON FALCONORA SERVIC,Gas,Sale,-36.42,
04/25/2024,04/26/2024,PRODUCE MARKET 2000,Groceries,Sale,-16.16,
04/25/2024,04/26/2024,CLEANINGTHEGLASS.COM,Gifts & Donations,Sale,-5.00,
04/24/2024,04/25/2024,PRODUCE MARKET 2000,Groceries,Sale,-22.97,
04/21/2024,04/23/2024,MIRIAM RESTAURANT,Food & Drink,Sale,-107.48,
04/21/2024,04/22/2024,7-ELEVEN 36802,Gas,Sale,-2.19,
04/21/2024,04/22/2024,UBER   TRIP,Travel,Sale,-9.48,
04/19/2024,04/22/2024,Highway Smoke,Groceries,Sale,-41.60,
04/19/2024,04/21/2024,7-ELEVEN 33704,Gas,Sale,-3.78,
04/18/2024,04/21/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/18/2024,04/21/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/19/2024,04/21/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-5.45,
04/19/2024,04/21/2024,M EXOTIC SNACKS INC,Shopping,Sale,-20.80,
04/20/2024,04/21/2024,LUZZOS BK,Food & Drink,Sale,-119.76,
04/17/2024,04/19/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/18/2024,04/19/2024,SQ *BONBON NYC,Food & Drink,Sale,-7.55,
04/18/2024,04/19/2024,M EXOTIC SNACKS INC,Shopping,Sale,-22.88,
04/18/2024,04/19/2024,CROWN BAGELS INC,Food & Drink,Sale,-3.36,
04/18/2024,04/19/2024,UBER   EATS,Food & Drink,Sale,-20.25,
04/17/2024,04/18/2024,7-ELEVEN 33704,Gas,Sale,-1.62,
04/17/2024,04/18/2024,PRESSER`S BAGEL,Groceries,Sale,-6.00,
04/17/2024,04/18/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-19.54,
04/16/2024,04/18/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/17/2024,04/18/2024,CROWN BAGELS INC,Food & Drink,Sale,-3.08,
04/17/2024,04/18/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/15/2024,04/17/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-10.00,
04/16/2024,04/17/2024,PRESSER`S BAGEL,Groceries,Sale,-6.00,
04/16/2024,04/17/2024,EXXON BOLLA OPEATING CORP,Gas,Sale,-2.99,
04/16/2024,04/17/2024,7-ELEVEN 33704,Gas,Sale,-3.79,
04/16/2024,04/17/2024,FALAFEL TANAMI,Food & Drink,Sale,-10.39,
04/16/2024,04/17/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/15/2024,04/17/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/15/2024,04/17/2024,RIO KOSHER,Groceries,Sale,-4.75,
04/16/2024,04/17/2024,DD/BR #307515 Q35,Food & Drink,Sale,-2.17,
04/15/2024,04/16/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/15/2024,04/16/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-15.19,
04/15/2024,04/16/2024,ALLEGIANCE GAS 1981,Gas,Sale,-27.00,
04/15/2024,04/16/2024,M EXOTIC SNACKS INC,Shopping,Sale,-31.20,
04/15/2024,04/16/2024,KHASKY?S MARKETPLACE,Groceries,Sale,-9.42,
04/14/2024,04/15/2024,DUNKIN #330477 Q35,Food & Drink,Sale,-6.06,
04/14/2024,04/15/2024,DUNKIN #330477 Q35,Food & Drink,Sale,-1.79,
04/14/2024,04/15/2024,OURI`S MARKET,Groceries,Sale,-18.35,
04/13/2024,04/15/2024,SAUTEED,Food & Drink,Sale,-276.27,
04/12/2024,04/14/2024,M EXOTIC SNACKS INC,Shopping,Sale,-46.80,
04/12/2024,04/14/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-19.54,
04/11/2024,04/14/2024,SEN SAKANA,Food & Drink,Sale,-240.77,
04/13/2024,04/14/2024,GOOGLE *YT Primetime,Entertainment,Sale,-14.99,
04/10/2024,04/12/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-4.50,
04/09/2024,04/12/2024,TIMES SQ CULTURE INC,Groceries,Sale,-30.48,
04/11/2024,04/12/2024,OUTSIDE THE BOX SHIPPING,Personal,Sale,-1.00,
04/11/2024,04/12/2024,BREADSMITH,Food & Drink,Sale,-3.95,
04/12/2024,04/12/2024,LYFT   *1 RIDE 04-10,Travel,Sale,-20.99,
04/10/2024,04/11/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-46.80,
04/09/2024,04/11/2024,TST* MR. BROADWAY RESTAUR,Food & Drink,Sale,-190.62,
04/10/2024,04/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
04/10/2024,04/11/2024,JUS BY JULIE,Groceries,Sale,-16.48,
04/10/2024,04/11/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/10/2024,04/11/2024,7 LAYER BAKERY,Food & Drink,Sale,-1.50,
04/10/2024,04/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
04/07/2024,04/11/2024,LEGENDS@YANKEE STDM-CO,Food & Drink,Sale,-30.23,
04/10/2024,04/10/2024,GOOGLE *YouTubePremium,Bills & Utilities,Sale,-13.99,
04/08/2024,04/10/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
04/08/2024,04/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/09/2024,04/10/2024,7-ELEVEN 33704,Gas,Sale,-4.89,
04/09/2024,04/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/09/2024,04/10/2024,M EXOTIC SNACKS INC,Shopping,Sale,-10.40,
04/08/2024,04/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/09/2024,04/10/2024,CVS/PHARMACY #11217,Health & Wellness,Sale,-12.48,
04/07/2024,04/09/2024,LEGENDS@YANKEE STDM-CO,Food & Drink,Sale,-8.70,
04/09/2024,04/09/2024,Microsoft*Ultimate 1 Mont,Shopping,Sale,-18.49,
04/07/2024,04/09/2024,LEGENDS@YANKEE STDM-RE,Shopping,Sale,-51.08,
04/07/2024,04/09/2024,LEGENDS@YANKEE STDM-RE,Shopping,Sale,-34.99,
04/08/2024,04/09/2024,CONEY DELI &amp; GRILL,Groceries,Sale,-3.12,
04/08/2024,04/09/2024,M EXOTIC SNACKS INC,Shopping,Sale,-10.40,
04/07/2024,04/09/2024,LEGENDS@YANKEE STDM-VE,Food & Drink,Sale,-17.74,
04/07/2024,04/08/2024,TST* MARTHAS COUNTRY BAK,Food & Drink,Sale,-8.75,
04/07/2024,04/08/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/07/2024,04/08/2024,N11 CONSULTING LLC,Food & Drink,Sale,-6.00,
04/07/2024,04/08/2024,N11 CONSULTING LLC,Food & Drink,Sale,-6.00,
04/07/2024,04/08/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/07/2024,04/08/2024,TST* RANDOLPH BEER - DUMB,Food & Drink,Sale,-15.24,
04/07/2024,04/08/2024,TST* RANDOLPH BEER - DUMB,Food & Drink,Sale,-60.97,
04/06/2024,04/07/2024,LYFT   *1 RIDE 04-05,Travel,Sale,-22.50,
04/05/2024,04/07/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/04/2024,04/07/2024,Condor Flugd819939601,Travel,Sale,-523.51,
04/04/2024,04/07/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/05/2024,04/07/2024,CROWN BAGELS INC,Food & Drink,Sale,-4.47,
04/05/2024,04/07/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/04/2024,04/07/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/05/2024,04/07/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-19.54,
04/04/2024,04/07/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,53.53,
04/04/2024,04/07/2024,ITA AIRWAYS 0552105280275,Travel,Sale,-232.65,
04/04/2024,04/05/2024,JUS BY JULIE,Groceries,Sale,-18.51,
04/04/2024,04/05/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-15.60,
04/04/2024,04/05/2024,M EXOTIC SNACKS INC,Shopping,Sale,-57.20,
04/04/2024,04/05/2024,OUTSIDE THE BOX SHIPPING,Personal,Sale,-2.62,
04/03/2024,04/05/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
04/03/2024,04/05/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/03/2024,04/04/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
04/03/2024,04/04/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
04/03/2024,04/04/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
04/03/2024,04/03/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,9.94,
04/03/2024,04/03/2024,UBER   TRIP,Travel,Sale,-9.94,
04/01/2024,04/02/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
04/01/2024,04/02/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/31/2024,04/02/2024,KOSHER BAGEL HOLE,Food & Drink,Sale,-7.78,
04/01/2024,04/02/2024,7-ELEVEN 33704,Gas,Sale,-4.83,
04/02/2024,04/02/2024,TST* ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
03/31/2024,04/01/2024,M EXOTIC SNACKS INC,Shopping,Sale,-31.20,
03/30/2024,04/01/2024,FLATBUSH JAPANESE CUISINE,Food & Drink,Sale,-77.33,
03/28/2024,03/31/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/28/2024,03/31/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/28/2024,03/31/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/28/2024,03/31/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/29/2024,03/31/2024,EXXON BOLLA OPEATING CORP,Gas,Sale,-2.99,
03/29/2024,03/31/2024,CECCONIS DUMBO,Food & Drink,Sale,-162.05,
03/28/2024,03/31/2024,TRADER JOE S #543,Groceries,Sale,-9.32,
03/29/2024,03/31/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,21.00,
03/29/2024,03/31/2024,DUMBO GARAGE LLC- CP,Travel,Sale,-21.00,
03/28/2024,03/29/2024,M EXOTIC SNACKS INC,Shopping,Sale,-31.20,
03/28/2024,03/29/2024,CONEY DELI &amp; GRILL,Groceries,Sale,-4.68,
03/27/2024,03/29/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/27/2024,03/29/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/26/2024,03/28/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/26/2024,03/28/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/26/2024,03/28/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/26/2024,03/28/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/27/2024,03/28/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,54.81,
03/27/2024,03/28/2024,LYFT   *1 RIDE 03-26,Travel,Sale,-54.81,
03/26/2024,03/28/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/26/2024,03/28/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/28/2024,03/28/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,8.30,
03/28/2024,03/28/2024,UBER   TRIP,Travel,Sale,-8.30,
03/27/2024,03/28/2024,M EXOTIC SNACKS INC,Shopping,Sale,-14.56,
03/26/2024,03/28/2024,KAZUNORI- NYC,Food & Drink,Sale,-52.26,
03/26/2024,03/27/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-19.54,
03/25/2024,03/27/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/25/2024,03/27/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/26/2024,03/27/2024,NY PIZZA SUPREMA,Food & Drink,Sale,-11.50,
03/25/2024,03/27/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,2.90,
03/25/2024,03/27/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
03/26/2024,03/27/2024,M EXOTIC SNACKS INC,Shopping,Sale,-31.20,
03/25/2024,03/27/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-1.56,
03/25/2024,03/26/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,17.00,
03/25/2024,03/26/2024,LYFT   *1 RIDE 03-24,Travel,Sale,-17.00,
03/25/2024,03/26/2024,GOTHAM CITY BILLIARDS CLU,Entertainment,Sale,-16.00,
03/25/2024,03/26/2024,JUS BY JULIE,Groceries,Sale,-16.48,
03/25/2024,03/26/2024,CLEANINGTHEGLASS.COM,Gifts & Donations,Sale,-5.00,
03/25/2024,03/25/2024,Offer:Dunkin' Donuts,Fees & Adjustments,Adjustment,0.11,
03/24/2024,03/25/2024,7-ELEVEN 36802,Gas,Sale,-1.79,
03/25/2024,03/25/2024,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,11.25,
03/25/2024,03/25/2024,LYFT   *1 RIDE 03-23,Travel,Sale,-11.25,
